gene_id,cluster,species,resistant_phenotype,product
fig|1351.1170.peg.1097,0,Enterococcus faecalis,Susceptible,Dihydrofolate reductase (EC 1.5.1.3)
fig|1351.1170.peg.1326,2,Enterococcus faecalis,Susceptible,hypothetical protein
fig|1351.1170.peg.1327,2,Enterococcus faecalis,Susceptible,Coccolysin (EC 3.4.24.30)
fig|1351.1170.peg.1328,2,Enterococcus faecalis,Susceptible,hypothetical protein
fig|1351.1170.peg.1329,2,Enterococcus faecalis,Susceptible,hypothetical protein
fig|1351.1170.peg.1330,0,Enterococcus faecalis,Susceptible,Response regulator
fig|1351.1170.peg.1489,1,Enterococcus faecalis,Susceptible,"Manganese ABC transporter, periplasmic-binding protein SitA"
fig|1351.1170.peg.1607,2,Enterococcus faecalis,Susceptible,Adenylosuccinate lyase (EC 4.3.2.2) @ SAICAR lyase (EC 4.3.2.2)
fig|1351.1170.peg.1719,3,Enterococcus faecalis,Susceptible,Phosphatidate cytidylyltransferase (EC 2.7.7.41)
fig|1351.1170.peg.1720,0,Enterococcus faecalis,Susceptible,Undecaprenyl diphosphate synthase (EC 2.5.1.31)
fig|1351.1170.peg.1895,0,Enterococcus faecalis,Susceptible,ABC-F type ribosomal protection protein => Lsa(A)
fig|1351.1170.peg.2034,1,Enterococcus faecalis,Susceptible,D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)
fig|1351.1170.peg.2084,0,Enterococcus faecalis,Susceptible,"Cell envelope stress response system LiaFSR, response regulator LiaR(VraR)"
fig|1351.1170.peg.2092,0,Enterococcus faecalis,Susceptible,"Heterodimeric efflux ABC transporter, permease/ATP-binding subunit 2"
fig|1351.1170.peg.2093,0,Enterococcus faecalis,Susceptible,"Heterodimeric efflux ABC transporter, permease/ATP-binding subunit 1"
fig|1351.1170.peg.2176,1,Enterococcus faecalis,Susceptible,"Hyaluronate lyase precursor (EC 4.2.2.1) @ polysaccharide lyase, family 8"
fig|1351.1170.peg.2177,2,Enterococcus faecalis,Susceptible,"Hyaluronate lyase precursor (EC 4.2.2.1) @ polysaccharide lyase, family 8"
fig|1351.1170.peg.2265,1,Enterococcus faecalis,Susceptible,"Serine/threonine protein kinase PrkC, regulator of stationary phase"
fig|1351.1170.peg.2607,0,Enterococcus faecalis,Susceptible,Translation elongation factor Tu
fig|1351.1170.peg.299,0,Enterococcus faecalis,Susceptible,ATP-dependent Clp protease proteolytic subunit ClpP (EC 3.4.21.92)
fig|1351.1170.peg.345,2,Enterococcus faecalis,Susceptible,"Hyaluronate lyase precursor (EC 4.2.2.1) @ polysaccharide lyase, family 8"
fig|1351.1170.peg.375,0,Enterococcus faecalis,Susceptible,Alanine racemase (EC 5.1.1.1)
fig|1351.1170.peg.411,2,Enterococcus faecalis,Susceptible,"Tetracycline resistance, ribosomal protection type => Tet(M)"
fig|1351.1170.peg.494,0,Enterococcus faecalis,Susceptible,"Maltose operon transcriptional repressor MalR, LacI family"
fig|1351.1170.peg.618,3,Enterococcus faecalis,Susceptible,Uncharacterized MFS-type transporter
fig|1351.1170.peg.630,2,Enterococcus faecalis,Susceptible,von Willebrand factor type A domain protein
fig|1351.1170.peg.631,1,Enterococcus faecalis,Susceptible,Cell wall surface anchor family protein
fig|1351.1170.peg.632,1,Enterococcus faecalis,Susceptible,Cell wall surface anchor family protein
fig|1351.1170.peg.633,1,Enterococcus faecalis,Susceptible,"Sortase A, LPXTG specific"
fig|1351.1170.peg.690,2,Enterococcus faecalis,Susceptible,Collagen adhesin
fig|1351.1170.peg.691,2,Enterococcus faecalis,Susceptible,Collagen adhesin
fig|1351.1171.peg.1079,2,Enterococcus faecalis,Susceptible,Adenylosuccinate lyase (EC 4.3.2.2) @ SAICAR lyase (EC 4.3.2.2)
fig|1351.1171.peg.1191,3,Enterococcus faecalis,Susceptible,Teichoic acid translocation permease protein TagG
fig|1351.1171.peg.1192,2,Enterococcus faecalis,Susceptible,Teichoic acid export ATP-binding protein TagH (EC 3.6.3.40)
fig|1351.1171.peg.1193,2,Enterococcus faecalis,Susceptible,UDP-galactopyranose mutase (EC 5.4.99.9)
fig|1351.1171.peg.1194,2,Enterococcus faecalis,Susceptible,putative lipoprotein
fig|1351.1171.peg.1195,2,Enterococcus faecalis,Susceptible,Polysaccharide pyruvyl transferase / Domain of unknown function / UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98)
fig|1351.1171.peg.1196,2,Enterococcus faecalis,Susceptible,hypothetical protein
fig|1351.1171.peg.1197,2,Enterococcus faecalis,Susceptible,"Glycosyl transferase, group 2 family"
fig|1351.1171.peg.1198,2,Enterococcus faecalis,Susceptible,"Glycosyl transferase, group 2 family"
fig|1351.1171.peg.1199,0,Enterococcus faecalis,Susceptible,CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase (EC 2.7.8.12)
fig|1351.1171.peg.1200,3,Enterococcus faecalis,Susceptible,Phosphatidate cytidylyltransferase (EC 2.7.7.41)
fig|1351.1171.peg.1201,0,Enterococcus faecalis,Susceptible,Undecaprenyl diphosphate synthase (EC 2.5.1.31)
fig|1351.1171.peg.1372,0,Enterococcus faecalis,Susceptible,ABC-F type ribosomal protection protein => Lsa(A)
fig|1351.1171.peg.1930,0,Enterococcus faecalis,Susceptible,ATP-dependent Clp protease proteolytic subunit ClpP (EC 3.4.21.92)
fig|1351.1171.peg.1977,2,Enterococcus faecalis,Susceptible,"Hyaluronate lyase precursor (EC 4.2.2.1) @ polysaccharide lyase, family 8"
fig|1351.1171.peg.2007,0,Enterococcus faecalis,Susceptible,Alanine racemase (EC 5.1.1.1)
fig|1351.1171.peg.2109,0,Enterococcus faecalis,Susceptible,"Maltose operon transcriptional repressor MalR, LacI family"
fig|1351.1171.peg.2226,0,Enterococcus faecalis,Susceptible,"Cell envelope stress response system LiaFSR, response regulator LiaR(VraR)"
fig|1351.1171.peg.2234,0,Enterococcus faecalis,Susceptible,"Heterodimeric efflux ABC transporter, permease/ATP-binding subunit 2"
fig|1351.1171.peg.2235,0,Enterococcus faecalis,Susceptible,"Heterodimeric efflux ABC transporter, permease/ATP-binding subunit 1"
fig|1351.1171.peg.2374,2,Enterococcus faecalis,Susceptible,"Hyaluronate lyase precursor (EC 4.2.2.1) @ polysaccharide lyase, family 8"
fig|1351.1171.peg.2375,2,Enterococcus faecalis,Susceptible,"Hyaluronate lyase precursor (EC 4.2.2.1) @ polysaccharide lyase, family 8"
fig|1351.1171.peg.2452,1,Enterococcus faecalis,Susceptible,"Serine/threonine protein kinase PrkC, regulator of stationary phase"
fig|1351.1171.peg.27,3,Enterococcus faecalis,Susceptible,Uncharacterized MFS-type transporter
fig|1351.1171.peg.2724,2,Enterococcus faecalis,Susceptible,hypothetical protein
fig|1351.1171.peg.2799,0,Enterococcus faecalis,Susceptible,Translation elongation factor Tu
fig|1351.1171.peg.38,2,Enterococcus faecalis,Susceptible,von Willebrand factor type A domain protein
fig|1351.1171.peg.39,1,Enterococcus faecalis,Susceptible,Cell wall surface anchor family protein
fig|1351.1171.peg.40,1,Enterococcus faecalis,Susceptible,Cell wall surface anchor family protein
fig|1351.1171.peg.41,1,Enterococcus faecalis,Susceptible,"Sortase A, LPXTG specific"
fig|1351.1171.peg.48,2,Enterococcus faecalis,Susceptible,Collagen adhesin
fig|1351.1171.peg.49,2,Enterococcus faecalis,Susceptible,Collagen adhesin
fig|1351.1171.peg.533,2,Enterococcus faecalis,Susceptible,Thymidylate synthase (EC 2.1.1.45)
fig|1351.1171.peg.534,0,Enterococcus faecalis,Susceptible,Dihydrofolate reductase (EC 1.5.1.3)
fig|1351.1171.peg.779,2,Enterococcus faecalis,Susceptible,hypothetical protein
fig|1351.1171.peg.780,2,Enterococcus faecalis,Susceptible,Coccolysin (EC 3.4.24.30)
fig|1351.1171.peg.781,2,Enterococcus faecalis,Susceptible,hypothetical protein
fig|1351.1171.peg.782,2,Enterococcus faecalis,Susceptible,agrBfs protein
fig|1351.1171.peg.783,0,Enterococcus faecalis,Susceptible,Response regulator
fig|1351.1171.peg.906,1,Enterococcus faecalis,Susceptible,"Manganese ABC transporter, periplasmic-binding protein SitA"
fig|1351.1172.peg.1031,3,Enterococcus faecalis,Susceptible,Teichoic acid translocation permease protein TagG
fig|1351.1172.peg.1032,2,Enterococcus faecalis,Susceptible,Teichoic acid export ATP-binding protein TagH (EC 3.6.3.40)
fig|1351.1172.peg.1033,2,Enterococcus faecalis,Susceptible,UDP-galactopyranose mutase (EC 5.4.99.9)
fig|1351.1172.peg.1034,2,Enterococcus faecalis,Susceptible,putative lipoprotein
fig|1351.1172.peg.1035,2,Enterococcus faecalis,Susceptible,Polysaccharide pyruvyl transferase / Domain of unknown function / UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98)
fig|1351.1172.peg.1036,2,Enterococcus faecalis,Susceptible,hypothetical protein
fig|1351.1172.peg.1037,2,Enterococcus faecalis,Susceptible,"Glycosyl transferase, group 2 family"
fig|1351.1172.peg.1038,2,Enterococcus faecalis,Susceptible,"Glycosyl transferase, group 2 family"
fig|1351.1172.peg.1039,0,Enterococcus faecalis,Susceptible,CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase (EC 2.7.8.12)
fig|1351.1172.peg.1041,3,Enterococcus faecalis,Susceptible,Phosphatidate cytidylyltransferase (EC 2.7.7.41)
fig|1351.1172.peg.1042,0,Enterococcus faecalis,Susceptible,Undecaprenyl diphosphate synthase (EC 2.5.1.31)
fig|1351.1172.peg.1052,2,Enterococcus faecalis,Susceptible,Cell wall surface anchor family protein
fig|1351.1172.peg.1053,2,Enterococcus faecalis,Susceptible,Cell wall surface anchor family protein
fig|1351.1172.peg.1204,0,Enterococcus faecalis,Susceptible,ABC-F type ribosomal protection protein => Lsa(A)
fig|1351.1172.peg.1604,0,Enterococcus faecalis,Susceptible,ATP-dependent Clp protease proteolytic subunit ClpP (EC 3.4.21.92)
fig|1351.1172.peg.1659,2,Enterococcus faecalis,Susceptible,"Hyaluronate lyase precursor (EC 4.2.2.1) @ polysaccharide lyase, family 8"
fig|1351.1172.peg.1688,0,Enterococcus faecalis,Susceptible,Alanine racemase (EC 5.1.1.1)
fig|1351.1172.peg.1790,0,Enterococcus faecalis,Susceptible,"Maltose operon transcriptional repressor MalR, LacI family"
fig|1351.1172.peg.1966,0,Enterococcus faecalis,Susceptible,"Cell envelope stress response system LiaFSR, response regulator LiaR(VraR)"
fig|1351.1172.peg.1974,0,Enterococcus faecalis,Susceptible,"Heterodimeric efflux ABC transporter, permease/ATP-binding subunit 2"
fig|1351.1172.peg.1975,0,Enterococcus faecalis,Susceptible,"Heterodimeric efflux ABC transporter, permease/ATP-binding subunit 1"
fig|1351.1172.peg.2132,1,Enterococcus faecalis,Susceptible,"Serine/threonine protein kinase PrkC, regulator of stationary phase"
fig|1351.1172.peg.2468,0,Enterococcus faecalis,Susceptible,Translation elongation factor Tu
fig|1351.1172.peg.25,3,Enterococcus faecalis,Susceptible,Uncharacterized MFS-type transporter
fig|1351.1172.peg.2604,2,Enterococcus faecalis,Susceptible,"Tetracycline resistance, ribosomal protection type => Tet(M)"
fig|1351.1172.peg.2605,3,Enterococcus faecalis,Susceptible,"Tetracycline resistance, MFS efflux pump => Tet(L)"
fig|1351.1172.peg.2658,2,Enterococcus faecalis,Susceptible,Aminoglycoside 6-nucleotidyltransferase (EC 2.7.7.-) => ANT(6)-I
fig|1351.1172.peg.37,2,Enterococcus faecalis,Susceptible,von Willebrand factor type A domain protein
fig|1351.1172.peg.38,1,Enterococcus faecalis,Susceptible,Cell wall surface anchor family protein
fig|1351.1172.peg.39,1,Enterococcus faecalis,Susceptible,Cell wall surface anchor family protein
fig|1351.1172.peg.40,1,Enterococcus faecalis,Susceptible,"Sortase A, LPXTG specific"
fig|1351.1172.peg.45,2,Enterococcus faecalis,Susceptible,Collagen adhesin
fig|1351.1172.peg.455,2,Enterococcus faecalis,Susceptible,Thymidylate synthase (EC 2.1.1.45)
fig|1351.1172.peg.456,0,Enterococcus faecalis,Susceptible,Dihydrofolate reductase (EC 1.5.1.3)
fig|1351.1172.peg.46,1,Enterococcus faecalis,Susceptible,Collagen adhesin
fig|1351.1172.peg.688,2,Enterococcus faecalis,Susceptible,hypothetical protein
fig|1351.1172.peg.689,2,Enterococcus faecalis,Susceptible,Coccolysin (EC 3.4.24.30)
fig|1351.1172.peg.690,2,Enterococcus faecalis,Susceptible,hypothetical protein
fig|1351.1172.peg.691,2,Enterococcus faecalis,Susceptible,agrBfs protein
fig|1351.1172.peg.692,0,Enterococcus faecalis,Susceptible,Response regulator
fig|1351.1172.peg.827,1,Enterococcus faecalis,Susceptible,"Manganese ABC transporter, periplasmic-binding protein SitA"
fig|1351.1172.peg.921,2,Enterococcus faecalis,Susceptible,Adenylosuccinate lyase (EC 4.3.2.2) @ SAICAR lyase (EC 4.3.2.2)
fig|1351.1173.peg.1032,1,Enterococcus faecalis,Susceptible,"Manganese ABC transporter, periplasmic-binding protein SitA"
fig|1351.1173.peg.1125,2,Enterococcus faecalis,Susceptible,Adenylosuccinate lyase (EC 4.3.2.2) @ SAICAR lyase (EC 4.3.2.2)
fig|1351.1173.peg.1251,3,Enterococcus faecalis,Susceptible,Phosphatidate cytidylyltransferase (EC 2.7.7.41)
fig|1351.1173.peg.1252,0,Enterococcus faecalis,Susceptible,Undecaprenyl diphosphate synthase (EC 2.5.1.31)
fig|1351.1173.peg.1470,0,Enterococcus faecalis,Susceptible,ABC-F type ribosomal protection protein => Lsa(A)
fig|1351.1173.peg.1596,0,Enterococcus faecalis,Susceptible,"Cell envelope stress response system LiaFSR, response regulator LiaR(VraR)"
fig|1351.1173.peg.1604,0,Enterococcus faecalis,Susceptible,"Heterodimeric efflux ABC transporter, permease/ATP-binding subunit 2"
fig|1351.1173.peg.1605,0,Enterococcus faecalis,Susceptible,"Heterodimeric efflux ABC transporter, permease/ATP-binding subunit 1"
fig|1351.1173.peg.1756,1,Enterococcus faecalis,Susceptible,"Serine/threonine protein kinase PrkC, regulator of stationary phase"
fig|1351.1173.peg.2086,0,Enterococcus faecalis,Susceptible,Translation elongation factor Tu
fig|1351.1173.peg.2292,2,Enterococcus faecalis,Susceptible,Aggregation substance Asa1/PrgB
fig|1351.1173.peg.2293,2,Enterococcus faecalis,Susceptible,Aggregation substance Asa1/PrgB
fig|1351.1173.peg.2508,0,Enterococcus faecalis,Susceptible,ATP-dependent Clp protease proteolytic subunit ClpP (EC 3.4.21.92)
fig|1351.1173.peg.2556,2,Enterococcus faecalis,Susceptible,"Hyaluronate lyase precursor (EC 4.2.2.1) @ polysaccharide lyase, family 8"
fig|1351.1173.peg.2585,0,Enterococcus faecalis,Susceptible,Alanine racemase (EC 5.1.1.1)
fig|1351.1173.peg.26,3,Enterococcus faecalis,Susceptible,Uncharacterized MFS-type transporter
fig|1351.1173.peg.2687,0,Enterococcus faecalis,Susceptible,"Maltose operon transcriptional repressor MalR, LacI family"
fig|1351.1173.peg.2864,1,Enterococcus faecalis,Susceptible,"Manganese ABC transporter, periplasmic-binding protein SitA"
fig|1351.1173.peg.2882,2,Enterococcus faecalis,Susceptible,cytolysin immunity CylI
fig|1351.1173.peg.2883,2,Enterococcus faecalis,Susceptible,cytolysin immunity CylI
fig|1351.1173.peg.38,2,Enterococcus faecalis,Susceptible,von Willebrand factor type A domain protein
fig|1351.1173.peg.39,1,Enterococcus faecalis,Susceptible,Cell wall surface anchor family protein
fig|1351.1173.peg.40,1,Enterococcus faecalis,Susceptible,Cell wall surface anchor family protein
fig|1351.1173.peg.41,1,Enterococcus faecalis,Susceptible,"Sortase A, LPXTG specific"
fig|1351.1173.peg.451,2,Enterococcus faecalis,Susceptible,Thymidylate synthase (EC 2.1.1.45)
fig|1351.1173.peg.452,0,Enterococcus faecalis,Susceptible,Dihydrofolate reductase (EC 1.5.1.3)
fig|1351.1173.peg.47,2,Enterococcus faecalis,Susceptible,Collagen adhesin
fig|1351.1173.peg.48,1,Enterococcus faecalis,Susceptible,Collagen adhesin
fig|1351.1173.peg.700,2,Enterococcus faecalis,Susceptible,hypothetical protein
fig|1351.1173.peg.701,2,Enterococcus faecalis,Susceptible,Coccolysin (EC 3.4.24.30)
fig|1351.1173.peg.702,2,Enterococcus faecalis,Susceptible,hypothetical protein
fig|1351.1173.peg.703,2,Enterococcus faecalis,Susceptible,agrBfs protein
fig|1351.1173.peg.704,0,Enterococcus faecalis,Susceptible,Response regulator
fig|1351.1173.peg.849,2,Enterococcus faecalis,Susceptible,cytolysin immunity CylI
fig|1351.1173.peg.850,2,Enterococcus faecalis,Susceptible,CylA
fig|1351.1173.peg.851,0,Enterococcus faecalis,Susceptible,"Efflux ABC transporter, permease/ATP-binding protein"
fig|1351.1173.peg.852,2,Enterococcus faecalis,Susceptible,Lanthionine biosynthesis protein LanM
fig|1351.1173.peg.853,2,Enterococcus faecalis,Susceptible,hypothetical protein
fig|1351.1173.peg.854,2,Enterococcus faecalis,Susceptible,hypothetical protein
fig|1351.1173.peg.855,2,Enterococcus faecalis,Susceptible,hypothetical protein
fig|1351.1173.peg.856,0,Enterococcus faecalis,Susceptible,"Transcriptional regulator, Xre family"
fig|1351.1174.peg.1047,3,Enterococcus faecalis,Susceptible,Teichoic acid translocation permease protein TagG
fig|1351.1174.peg.1048,2,Enterococcus faecalis,Susceptible,Teichoic acid export ATP-binding protein TagH (EC 3.6.3.40)
fig|1351.1174.peg.1049,2,Enterococcus faecalis,Susceptible,UDP-galactopyranose mutase (EC 5.4.99.9)
fig|1351.1174.peg.1050,2,Enterococcus faecalis,Susceptible,putative lipoprotein
fig|1351.1174.peg.1051,2,Enterococcus faecalis,Susceptible,Polysaccharide pyruvyl transferase / Domain of unknown function / UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98)
fig|1351.1174.peg.1052,2,Enterococcus faecalis,Susceptible,hypothetical protein
fig|1351.1174.peg.1053,2,Enterococcus faecalis,Susceptible,"Glycosyl transferase, group 2 family"
fig|1351.1174.peg.1054,2,Enterococcus faecalis,Susceptible,"Glycosyl transferase, group 2 family"
fig|1351.1174.peg.1055,0,Enterococcus faecalis,Susceptible,CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase (EC 2.7.8.12)
fig|1351.1174.peg.1056,3,Enterococcus faecalis,Susceptible,Phosphatidate cytidylyltransferase (EC 2.7.7.41)
fig|1351.1174.peg.1057,0,Enterococcus faecalis,Susceptible,Undecaprenyl diphosphate synthase (EC 2.5.1.31)
fig|1351.1174.peg.1066,2,Enterococcus faecalis,Susceptible,Cell wall surface anchor family protein
fig|1351.1174.peg.1232,0,Enterococcus faecalis,Susceptible,ABC-F type ribosomal protection protein => Lsa(A)
fig|1351.1174.peg.1313,1,Enterococcus faecalis,Susceptible,D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)
fig|1351.1174.peg.1363,0,Enterococcus faecalis,Susceptible,"Cell envelope stress response system LiaFSR, response regulator LiaR(VraR)"
fig|1351.1174.peg.1371,0,Enterococcus faecalis,Susceptible,"Heterodimeric efflux ABC transporter, permease/ATP-binding subunit 2"
fig|1351.1174.peg.1372,0,Enterococcus faecalis,Susceptible,"Heterodimeric efflux ABC transporter, permease/ATP-binding subunit 1"
fig|1351.1174.peg.1594,1,Enterococcus faecalis,Susceptible,"Serine/threonine protein kinase PrkC, regulator of stationary phase"
fig|1351.1174.peg.2040,0,Enterococcus faecalis,Susceptible,ATP-dependent Clp protease proteolytic subunit ClpP (EC 3.4.21.92)
fig|1351.1174.peg.2085,2,Enterococcus faecalis,Susceptible,"Hyaluronate lyase precursor (EC 4.2.2.1) @ polysaccharide lyase, family 8"
fig|1351.1174.peg.2114,0,Enterococcus faecalis,Susceptible,Alanine racemase (EC 5.1.1.1)
fig|1351.1174.peg.2216,0,Enterococcus faecalis,Susceptible,"Maltose operon transcriptional repressor MalR, LacI family"
fig|1351.1174.peg.24,3,Enterococcus faecalis,Susceptible,Uncharacterized MFS-type transporter
fig|1351.1174.peg.2552,0,Enterococcus faecalis,Susceptible,Translation elongation factor Tu
fig|1351.1174.peg.35,2,Enterococcus faecalis,Susceptible,von Willebrand factor type A domain protein
fig|1351.1174.peg.36,1,Enterococcus faecalis,Susceptible,Cell wall surface anchor family protein
fig|1351.1174.peg.37,1,Enterococcus faecalis,Susceptible,Cell wall surface anchor family protein
fig|1351.1174.peg.38,1,Enterococcus faecalis,Susceptible,"Sortase A, LPXTG specific"
fig|1351.1174.peg.429,2,Enterococcus faecalis,Susceptible,Thymidylate synthase (EC 2.1.1.45)
fig|1351.1174.peg.430,0,Enterococcus faecalis,Susceptible,Dihydrofolate reductase (EC 1.5.1.3)
fig|1351.1174.peg.44,2,Enterococcus faecalis,Susceptible,Collagen adhesin
fig|1351.1174.peg.45,2,Enterococcus faecalis,Susceptible,Collagen adhesin
fig|1351.1174.peg.654,2,Enterococcus faecalis,Susceptible,hypothetical protein
fig|1351.1174.peg.655,2,Enterococcus faecalis,Susceptible,Coccolysin (EC 3.4.24.30)
fig|1351.1174.peg.656,2,Enterococcus faecalis,Susceptible,hypothetical protein
